Gene stable ID	Gene stable ID version	Gene name	Chromosome/scaffold name
ENSMUSG00000102447	ENSMUSG00000102447.1	Gm6621	1
ENSMUSG00000046034	ENSMUSG00000046034.8	Otulin	15
ENSMUSG00000108655	ENSMUSG00000108655.1	Gm44949	7
ENSMUSG00000115662	ENSMUSG00000115662.1	Gm7232	14
ENSMUSG00000016998	ENSMUSG00000016998.2	Svs4	2
ENSMUSG00000048897	ENSMUSG00000048897.15	Zfp710	7
ENSMUSG00000095745	ENSMUSG00000095745.1	Gm4133	7
ENSMUSG00000115660	ENSMUSG00000115660.1	Gm48962	14
ENSMUSG00000087226	ENSMUSG00000087226.1	Gm14015	2
ENSMUSG00000082835	ENSMUSG00000082835.1	Gm13118	4
ENSMUSG00000034543	ENSMUSG00000034543.15	Morc2a	11
ENSMUSG00000042796	ENSMUSG00000042796.2	Olfr1032	2
ENSMUSG00000018143	ENSMUSG00000018143.10	Mafk	5
ENSMUSG00000087225	ENSMUSG00000087225.1	Gm14014	2
ENSMUSG00000115720	ENSMUSG00000115720.1	4930433E05Rik	14
ENSMUSG00000085218	ENSMUSG00000085218.7	BB218582	2
ENSMUSG00000115444	ENSMUSG00000115444.1	Gm48963	14
ENSMUSG00000105203	ENSMUSG00000105203.1	4933428P19Rik	10
ENSMUSG00000113585	ENSMUSG00000113585.1	Gm19605	12
ENSMUSG00000038241	ENSMUSG00000038241.16	Cep250	2
ENSMUSG00000036955	ENSMUSG00000036955.16	Kif1bp	10
ENSMUSG00000052794	ENSMUSG00000052794.13	1700030K09Rik	8
ENSMUSG00000028593	ENSMUSG00000028593.5	9430007A20Rik	4
ENSMUSG00000046152	ENSMUSG00000046152.16	Fut10	8
ENSMUSG00000064284	ENSMUSG00000064284.12	Cdpf1	15
ENSMUSG00000102433	ENSMUSG00000102433.1	Gm38050	1
ENSMUSG00000083390	ENSMUSG00000083390.1	Gm13121	4
ENSMUSG00000114593	ENSMUSG00000114593.1	Gm19716	14
ENSMUSG00000115543	ENSMUSG00000115543.1	B230362B09Rik	15
ENSMUSG00000036002	ENSMUSG00000036002.12	Fam214b	4
ENSMUSG00000060530	ENSMUSG00000060530.2	A930017M01Rik	15
ENSMUSG00000063895	ENSMUSG00000063895.7	Nupl1	14
ENSMUSG00000039997	ENSMUSG00000039997.16	Ifi203	1
ENSMUSG00000115568	ENSMUSG00000115568.1	Tiaf2	15
ENSMUSG00000112107	ENSMUSG00000112107.1	Gm47560	10
ENSMUSG00000029551	ENSMUSG00000029551.13	Psmg3	5
ENSMUSG00000112286	ENSMUSG00000112286.1	Gm47561	10
ENSMUSG00000101996	ENSMUSG00000101996.1	Gm19206	1
ENSMUSG00000081550	ENSMUSG00000081550.1	Gm15877	7
ENSMUSG00000030385	ENSMUSG00000030385.4	2900092C05Rik	7
ENSMUSG00000096973	ENSMUSG00000096973.1	Gm5974	1
ENSMUSG00000017843	ENSMUSG00000017843.14	Ppp2r5c	12
ENSMUSG00000114584	ENSMUSG00000114584.1	Gm47694	14
ENSMUSG00000105753	ENSMUSG00000105753.1	Gm43847	3
ENSMUSG00000087286	ENSMUSG00000087286.1	Gm9013	14
ENSMUSG00000074346	ENSMUSG00000074346.6	Kcnd3os	3
ENSMUSG00000100866	ENSMUSG00000100866.1	Gm28830	1
ENSMUSG00000021983	ENSMUSG00000021983.16	Atp8a2	14
ENSMUSG00000022790	ENSMUSG00000022790.14	Igsf11	16
ENSMUSG00000020130	ENSMUSG00000020130.9	Tbc1d15	10
ENSMUSG00000082114	ENSMUSG00000082114.2	Gm13489	2
ENSMUSG00000036687	ENSMUSG00000036687.13	Tmem184a	5
ENSMUSG00000032454	ENSMUSG00000032454.9	Rbp2	9
ENSMUSG00000046909	ENSMUSG00000046909.9	Tefm	11
ENSMUSG00000082418	ENSMUSG00000082418.1	Gm13126	4
ENSMUSG00000040234	ENSMUSG00000040234.16	Tm7sf3	6
ENSMUSG00000083924	ENSMUSG00000083924.1	Gm12304	11
ENSMUSG00000084993	ENSMUSG00000084993.1	Gm12305	11
ENSMUSG00000020143	ENSMUSG00000020143.15	Dock2	11
ENSMUSG00000049323	ENSMUSG00000049323.8	Smcr8	11
ENSMUSG00000015451	ENSMUSG00000015451.16	C4a	17
ENSMUSG00000034007	ENSMUSG00000034007.10	Scaper	9
ENSMUSG00000032369	ENSMUSG00000032369.13	Plscr1	9
ENSMUSG00000042401	ENSMUSG00000042401.8	Crtac1	19
ENSMUSG00000020534	ENSMUSG00000020534.14	Shmt1	11
ENSMUSG00000103579	ENSMUSG00000103579.1	Gm37113	9
ENSMUSG00000064246	ENSMUSG00000064246.10	Chil1	1
ENSMUSG00000101721	ENSMUSG00000101721.1	Gm8354	1
ENSMUSG00000086175	ENSMUSG00000086175.2	Gm15802	16
ENSMUSG00000083588	ENSMUSG00000083588.1	Gm8051	8
ENSMUSG00000058729	ENSMUSG00000058729.13	Lin9	1
ENSMUSG00000094160	ENSMUSG00000094160.2	Vmn1r-ps79	7
ENSMUSG00000095806	ENSMUSG00000095806.1	Gm5728	7
ENSMUSG00000017003	ENSMUSG00000017003.7	Svs3a	2
ENSMUSG00000048442	ENSMUSG00000048442.15	Smim5	11
ENSMUSG00000037683	ENSMUSG00000037683.14	Armc3	2
ENSMUSG00000096386	ENSMUSG00000096386.1	Vmn1r100	7
ENSMUSG00000026536	ENSMUSG00000026536.9	Ifi211	1
ENSMUSG00000079382	ENSMUSG00000079382.3	Gm3443	19
ENSMUSG00000030291	ENSMUSG00000030291.12	Med21	6
ENSMUSG00000041187	ENSMUSG00000041187.16	Prkd2	7
ENSMUSG00000094545	ENSMUSG00000094545.1	Vmn1r101	7
ENSMUSG00000094762	ENSMUSG00000094762.1	Gm10670	7
ENSMUSG00000111964	ENSMUSG00000111964.1	Gm8942	10
ENSMUSG00000056579	ENSMUSG00000056579.18	Tug1	11
ENSMUSG00000110133	ENSMUSG00000110133.1	Gm8168	8
ENSMUSG00000022141	ENSMUSG00000022141.7	Nipbl	15
ENSMUSG00000036980	ENSMUSG00000036980.13	Taf6	5
ENSMUSG00000096663	ENSMUSG00000096663.1	Vmn1r103	7
ENSMUSG00000020755	ENSMUSG00000020755.9	Sap30bp	11
ENSMUSG00000073916	ENSMUSG00000073916.3	Olfr669	7
ENSMUSG00000067604	ENSMUSG00000067604.8	Nms	1
ENSMUSG00000068335	ENSMUSG00000068335.6	Dok1	6
ENSMUSG00000109705	ENSMUSG00000109705.1	Gm19096	8
ENSMUSG00000026098	ENSMUSG00000026098.13	Pms1	1
ENSMUSG00000109915	ENSMUSG00000109915.1	7420700N18Rik	8
ENSMUSG00000098140	ENSMUSG00000098140.1	Gm26938	5
ENSMUSG00000008167	ENSMUSG00000008167.14	Fbxw9	8
ENSMUSG00000103402	ENSMUSG00000103402.1	Gm37930	1
ENSMUSG00000114797	ENSMUSG00000114797.1	Gm49336	14
ENSMUSG00000096903	ENSMUSG00000096903.1	Vmn1r104	7
ENSMUSG00000110284	ENSMUSG00000110284.1	Gm45273	7
ENSMUSG00000096761	ENSMUSG00000096761.1	Gm5726	7
ENSMUSG00000094685	ENSMUSG00000094685.2	Gm5900	7
ENSMUSG00000084291	ENSMUSG00000084291.3	Gm6654	6
ENSMUSG00000117728	ENSMUSG00000117728.1	AC144792.1	19
ENSMUSG00000083126	ENSMUSG00000083126.1	Gm14109	2
ENSMUSG00000018293	ENSMUSG00000018293.4	Pfn1	11
ENSMUSG00000056821	ENSMUSG00000056821.13	1700028I16Rik	10
ENSMUSG00000044705	ENSMUSG00000044705.3	Olfr670	7
ENSMUSG00000117706	ENSMUSG00000117706.1	AC151978.1	19
ENSMUSG00000109605	ENSMUSG00000109605.1	Gm45303	8
ENSMUSG00000042532	ENSMUSG00000042532.14	Golga7b	19
ENSMUSG00000108714	ENSMUSG00000108714.1	Gm21057	7
ENSMUSG00000080844	ENSMUSG00000080844.1	Gm14107	2
ENSMUSG00000095837	ENSMUSG00000095837.1	Gm4141	7
ENSMUSG00000053192	ENSMUSG00000053192.9	Mllt11	3
ENSMUSG00000081741	ENSMUSG00000081741.1	Gm14106	2
ENSMUSG00000070056	ENSMUSG00000070056.6	Mfhas1	8
ENSMUSG00000108365	ENSMUSG00000108365.1	Gm44951	7
ENSMUSG00000094531	ENSMUSG00000094531.3	Olfr671	7
ENSMUSG00000014606	ENSMUSG00000014606.14	Slc25a11	11
ENSMUSG00000097357	ENSMUSG00000097357.2	Gm16793	8
ENSMUSG00000037738	ENSMUSG00000037738.11	Nek5	8
ENSMUSG00000080989	ENSMUSG00000080989.1	Gm14048	2
ENSMUSG00000033966	ENSMUSG00000033966.8	Cdkl4	17
ENSMUSG00000111035	ENSMUSG00000111035.1	Gm33054	9
ENSMUSG00000051986	ENSMUSG00000051986.6	A530006G24Rik	2
ENSMUSG00000089662	ENSMUSG00000089662.1	Gm14057	2
ENSMUSG00000110335	ENSMUSG00000110335.1	1700015I17Rik	8
ENSMUSG00000085566	ENSMUSG00000085566.1	A730017L22Rik	2
ENSMUSG00000025432	ENSMUSG00000025432.11	Avil	10
ENSMUSG00000051172	ENSMUSG00000051172.7	Olfr672	7
ENSMUSG00000097167	ENSMUSG00000097167.1	Gm16740	3
ENSMUSG00000033213	ENSMUSG00000033213.16	AA467197	2
ENSMUSG00000087072	ENSMUSG00000087072.1	Recql5os1	11
ENSMUSG00000033596	ENSMUSG00000033596.5	Rfwd3	8
ENSMUSG00000087022	ENSMUSG00000087022.4	9130024F11Rik	1
ENSMUSG00000046722	ENSMUSG00000046722.14	Cdc42se1	3
ENSMUSG00000029578	ENSMUSG00000029578.15	Wipi2	5
ENSMUSG00000110041	ENSMUSG00000110041.1	Olfr673-ps1	7
ENSMUSG00000034427	ENSMUSG00000034427.17	Myo15b	11
ENSMUSG00000086141	ENSMUSG00000086141.7	9030622O22Rik	2
ENSMUSG00000029462	ENSMUSG00000029462.18	Vps29	5
ENSMUSG00000038331	ENSMUSG00000038331.15	Satb2	1
ENSMUSG00000109671	ENSMUSG00000109671.1	Olfr674-ps1	7
ENSMUSG00000086593	ENSMUSG00000086593.2	Gm16548	1
ENSMUSG00000026728	ENSMUSG00000026728.9	Vim	2
ENSMUSG00000026579	ENSMUSG00000026579.8	F5	1
ENSMUSG00000096773	ENSMUSG00000096773.4	Olfr675	7
ENSMUSG00000087122	ENSMUSG00000087122.1	4930403D09Rik	11
ENSMUSG00000069911	ENSMUSG00000069911.11	Fam196b	11
ENSMUSG00000117375	ENSMUSG00000117375.1	Gm33373	17
ENSMUSG00000073915	ENSMUSG00000073915.5	Olfr676	7
ENSMUSG00000084251	ENSMUSG00000084251.1	Gm12310	11
ENSMUSG00000047242	ENSMUSG00000047242.14	Taf9b	X
ENSMUSG00000100763	ENSMUSG00000100763.1	Gm28777	1
ENSMUSG00000038766	ENSMUSG00000038766.16	Gabpb2	3
ENSMUSG00000030763	ENSMUSG00000030763.7	Lcmt1	7
ENSMUSG00000055609	ENSMUSG00000055609.8	Hba-x	11
ENSMUSG00000037025	ENSMUSG00000037025.11	Foxa2	2
ENSMUSG00000022235	ENSMUSG00000022235.15	Cmbl	15
ENSMUSG00000032501	ENSMUSG00000032501.9	Trib1	15
ENSMUSG00000040746	ENSMUSG00000040746.15	Rnf167	11
ENSMUSG00000022546	ENSMUSG00000022546.5	Gpt	15
ENSMUSG00000042429	ENSMUSG00000042429.8	Adora1	1
ENSMUSG00000046070	ENSMUSG00000046070.9	Igfals	17
ENSMUSG00000036391	ENSMUSG00000036391.16	Sec24a	11
ENSMUSG00000026035	ENSMUSG00000026035.15	Ppil3	1
ENSMUSG00000069919	ENSMUSG00000069919.7	Hba-a1	11
ENSMUSG00000025102	ENSMUSG00000025102.14	3110040N11Rik	7
ENSMUSG00000006763	ENSMUSG00000006763.14	Saal1	7
ENSMUSG00000063754	ENSMUSG00000063754.7	Gm10136	19
ENSMUSG00000100075	ENSMUSG00000100075.1	1700018L02Rik	19
ENSMUSG00000110596	ENSMUSG00000110596.1	Gm45859	1
ENSMUSG00000110472	ENSMUSG00000110472.1	Gm45739	8
ENSMUSG00000024780	ENSMUSG00000024780.7	Cdc37l1	19
ENSMUSG00000110022	ENSMUSG00000110022.1	Gm45475	7
ENSMUSG00000110650	ENSMUSG00000110650.1	Gm19170	8
ENSMUSG00000045392	ENSMUSG00000045392.8	Olfr1033	2
ENSMUSG00000053886	ENSMUSG00000053886.4	Sh2d4a	8
ENSMUSG00000078506	ENSMUSG00000078506.1	Gm13124	4
ENSMUSG00000026580	ENSMUSG00000026580.16	Selp	1
ENSMUSG00000106856	ENSMUSG00000106856.1	Gm43761	2
ENSMUSG00000073914	ENSMUSG00000073914.2	Olfr677	7
ENSMUSG00000073063	ENSMUSG00000073063.3	Hbq1b	11
ENSMUSG00000030766	ENSMUSG00000030766.15	Arhgap17	7
ENSMUSG00000042451	ENSMUSG00000042451.12	Mybph	1
ENSMUSG00000096974	ENSMUSG00000096974.2	Gm26881	4
ENSMUSG00000035778	ENSMUSG00000035778.17	Ggta1	2
ENSMUSG00000096002	ENSMUSG00000096002.2	Vmn2r53	7
ENSMUSG00000111280	ENSMUSG00000111280.1	Gm47239	9
ENSMUSG00000109676	ENSMUSG00000109676.1	Gm8913	7
ENSMUSG00000032098	ENSMUSG00000032098.13	Treh	9
ENSMUSG00000020629	ENSMUSG00000020629.12	Adi1	12
ENSMUSG00000109427	ENSMUSG00000109427.1	Gm45845	7
ENSMUSG00000073913	ENSMUSG00000073913.2	Olfr678	7
ENSMUSG00000072068	ENSMUSG00000072068.4	Gm16261	14
ENSMUSG00000109485	ENSMUSG00000109485.1	Gm45016	7
ENSMUSG00000082872	ENSMUSG00000082872.1	Gm15773	7
ENSMUSG00000070610	ENSMUSG00000070610.4	Gm13127	4
ENSMUSG00000025103	ENSMUSG00000025103.8	Btbd1	7
ENSMUSG00000075288	ENSMUSG00000075288.2	Gm6913	14
ENSMUSG00000026249	ENSMUSG00000026249.10	Serpine2	1
ENSMUSG00000086112	ENSMUSG00000086112.1	4930563I02Rik	14
ENSMUSG00000083750	ENSMUSG00000083750.1	Gm14108	2
ENSMUSG00000070609	ENSMUSG00000070609.3	Aadacl4	4
ENSMUSG00000031620	ENSMUSG00000031620.16	Iqcm	8
ENSMUSG00000109972	ENSMUSG00000109972.1	Gm17989	7
ENSMUSG00000083416	ENSMUSG00000083416.1	Gm15378	X
ENSMUSG00000046330	ENSMUSG00000046330.10	Rpl37a	1
ENSMUSG00000112597	ENSMUSG00000112597.1	Gm4777	10
ENSMUSG00000074918	ENSMUSG00000074918.4	Inafm2	2
ENSMUSG00000075416	ENSMUSG00000075416.5	Gm14488	2
ENSMUSG00000037014	ENSMUSG00000037014.4	Sstr4	2
ENSMUSG00000029463	ENSMUSG00000029463.5	Fam216a	5
ENSMUSG00000035171	ENSMUSG00000035171.9	1110059E24Rik	19
ENSMUSG00000096593	ENSMUSG00000096593.2	Vmn2r54	7
ENSMUSG00000104310	ENSMUSG00000104310.1	Gm4081	1
ENSMUSG00000108422	ENSMUSG00000108422.1	Gm44765	7
ENSMUSG00000028974	ENSMUSG00000028974.13	Dffa	4
ENSMUSG00000108841	ENSMUSG00000108841.1	Frmpd2	14
ENSMUSG00000116935	ENSMUSG00000116935.1	Gpr31a	17
ENSMUSG00000086507	ENSMUSG00000086507.1	Adap2os	11
ENSMUSG00000109060	ENSMUSG00000109060.1	Gm4513	7
ENSMUSG00000110293	ENSMUSG00000110293.1	Gm45557	7
ENSMUSG00000028713	ENSMUSG00000028713.17	Cyp4b1	4
ENSMUSG00000020709	ENSMUSG00000020709.15	Adap2	11
ENSMUSG00000117238	ENSMUSG00000117238.1	AC139131.1	7
ENSMUSG00000096029	ENSMUSG00000096029.4	Olfr679	7
ENSMUSG00000056215	ENSMUSG00000056215.13	Lrguk	6
ENSMUSG00000019518	ENSMUSG00000019518.11	Ap4m1	5
ENSMUSG00000040521	ENSMUSG00000040521.11	Tsfm	10
ENSMUSG00000090081	ENSMUSG00000090081.1	Gm16587	1
ENSMUSG00000039323	ENSMUSG00000039323.18	Igfbp2	1
ENSMUSG00000089790	ENSMUSG00000089790.1	Gm16588	1
ENSMUSG00000080254	ENSMUSG00000080254.4	Fam220-ps	X
ENSMUSG00000019929	ENSMUSG00000019929.16	Dcn	10
ENSMUSG00000073535	ENSMUSG00000073535.5	Gm5532	1
ENSMUSG00000074743	ENSMUSG00000074743.4	Thbd	2
ENSMUSG00000082244	ENSMUSG00000082244.1	Gm8503	X
ENSMUSG00000032548	ENSMUSG00000032548.14	Slco2a1	9
ENSMUSG00000110751	ENSMUSG00000110751.1	C230053D17Rik	9
ENSMUSG00000087307	ENSMUSG00000087307.1	Gm12925	4
ENSMUSG00000029464	ENSMUSG00000029464.10	Gpn3	5
ENSMUSG00000073094	ENSMUSG00000073094.9	Smim9	X
ENSMUSG00000082911	ENSMUSG00000082911.1	Gm14119	2
ENSMUSG00000032536	ENSMUSG00000032536.11	Trak1	9
ENSMUSG00000081528	ENSMUSG00000081528.1	Gm12924	4
ENSMUSG00000069917	ENSMUSG00000069917.7	Hba-a2	11
ENSMUSG00000020745	ENSMUSG00000020745.15	Pafah1b1	11
ENSMUSG00000083859	ENSMUSG00000083859.1	Gm12003	11
ENSMUSG00000114315	ENSMUSG00000114315.1	Gm48696	19
ENSMUSG00000084055	ENSMUSG00000084055.1	Gm12004	11
ENSMUSG00000018569	ENSMUSG00000018569.12	Cldn7	11
ENSMUSG00000028546	ENSMUSG00000028546.17	Elavl4	4
ENSMUSG00000032417	ENSMUSG00000032417.10	Rwdd2a	9
ENSMUSG00000017453	ENSMUSG00000017453.4	Pipox	11
ENSMUSG00000024908	ENSMUSG00000024908.15	Ppp6r3	19
ENSMUSG00000005802	ENSMUSG00000005802.12	Slc30a4	2
ENSMUSG00000102771	ENSMUSG00000102771.1	Gm33320	6
ENSMUSG00000045534	ENSMUSG00000045534.4	Kcna5	6
ENSMUSG00000051590	ENSMUSG00000051590.10	Map3k19	1
ENSMUSG00000050822	ENSMUSG00000050822.11	Slc29a4	5
ENSMUSG00000102959	ENSMUSG00000102959.1	Gm37015	18
ENSMUSG00000020132	ENSMUSG00000020132.10	Rab21	10
ENSMUSG00000097593	ENSMUSG00000097593.2	Gm26676	18
ENSMUSG00000110390	ENSMUSG00000110390.1	Gm45869	6
ENSMUSG00000028649	ENSMUSG00000028649.19	Macf1	4
ENSMUSG00000047976	ENSMUSG00000047976.4	Kcna1	6
ENSMUSG00000087064	ENSMUSG00000087064.1	Sap30bpos	11
ENSMUSG00000059852	ENSMUSG00000059852.7	Kcng2	18
ENSMUSG00000075420	ENSMUSG00000075420.6	Smim6	11
ENSMUSG00000047554	ENSMUSG00000047554.14	Tmem41b	7
ENSMUSG00000024782	ENSMUSG00000024782.7	Ak3	19
ENSMUSG00000048537	ENSMUSG00000048537.16	Phldb1	9
ENSMUSG00000108929	ENSMUSG00000108929.2	Cc2d2b	19
ENSMUSG00000118369	ENSMUSG00000118369.1	AC133451.2	19
ENSMUSG00000101431	ENSMUSG00000101431.1	Gm7901	8
ENSMUSG00000020752	ENSMUSG00000020752.11	Recql5	11
ENSMUSG00000025025	ENSMUSG00000025025.14	Mxi1	19
ENSMUSG00000103054	ENSMUSG00000103054.1	Gm38270	8
ENSMUSG00000115010	ENSMUSG00000115010.1	Gm20150	15
ENSMUSG00000046139	ENSMUSG00000046139.8	Patl1	19
ENSMUSG00000102260	ENSMUSG00000102260.1	D330025C20Rik	18
ENSMUSG00000087017	ENSMUSG00000087017.7	4930417H01Rik	2
ENSMUSG00000074469	ENSMUSG00000074469.6	Gm15348	8
ENSMUSG00000026037	ENSMUSG00000026037.14	Orc2	1
ENSMUSG00000083945	ENSMUSG00000083945.1	Gm15242	X
ENSMUSG00000082449	ENSMUSG00000082449.1	Gm15244	X
ENSMUSG00000041885	ENSMUSG00000041885.5	Olfr680-ps1	7
ENSMUSG00000115640	ENSMUSG00000115640.1	Gm49247	15
ENSMUSG00000025010	ENSMUSG00000025010.14	Ccnj	19
ENSMUSG00000081631	ENSMUSG00000081631.1	Gm12005	11
ENSMUSG00000107225	ENSMUSG00000107225.1	Gm43637	5
ENSMUSG00000083418	ENSMUSG00000083418.2	Olfr1035-ps1	2
ENSMUSG00000062168	ENSMUSG00000062168.12	Ppef1	X
ENSMUSG00000115591	ENSMUSG00000115591.1	Gm31282	15
ENSMUSG00000030629	ENSMUSG00000030629.15	Zfand6	7
ENSMUSG00000085452	ENSMUSG00000085452.1	4930554G24Rik	11
ENSMUSG00000005374	ENSMUSG00000005374.13	Tbl2	5
ENSMUSG00000081841	ENSMUSG00000081841.1	Gm13444	2
ENSMUSG00000102091	ENSMUSG00000102091.2	Olfr1034	2
ENSMUSG00000027435	ENSMUSG00000027435.8	Cd93	2
ENSMUSG00000081421	ENSMUSG00000081421.1	Gm13445	2
ENSMUSG00000028575	ENSMUSG00000028575.11	Eqtn	4
ENSMUSG00000080734	ENSMUSG00000080734.1	Gm12006	11
ENSMUSG00000110408	ENSMUSG00000110408.1	Gm45881	9
ENSMUSG00000040025	ENSMUSG00000040025.17	Ythdf2	4
ENSMUSG00000032194	ENSMUSG00000032194.9	Kank2	9
ENSMUSG00000115577	ENSMUSG00000115577.1	Gm49250	15
ENSMUSG00000110117	ENSMUSG00000110117.1	Gm17990	7
ENSMUSG00000026185	ENSMUSG00000026185.8	Igfbp5	1
ENSMUSG00000037617	ENSMUSG00000037617.12	Spag1	15
ENSMUSG00000115480	ENSMUSG00000115480.1	Gm49249	15
ENSMUSG00000104916	ENSMUSG00000104916.1	Gm42830	5
ENSMUSG00000110765	ENSMUSG00000110765.1	Gm47468	9
ENSMUSG00000109742	ENSMUSG00000109742.1	Gm45558	7
ENSMUSG00000019494	ENSMUSG00000019494.14	Cops6	5
ENSMUSG00000095663	ENSMUSG00000095663.2	Gm2310	15
ENSMUSG00000032443	ENSMUSG00000032443.16	Zcwpw2	9
ENSMUSG00000030541	ENSMUSG00000030541.16	Idh2	7
ENSMUSG00000110329	ENSMUSG00000110329.1	Gm45304	8
ENSMUSG00000085668	ENSMUSG00000085668.2	Gm35202	2
ENSMUSG00000026535	ENSMUSG00000026535.9	Ifi202b	1
ENSMUSG00000099376	ENSMUSG00000099376.1	Gm19124	1
ENSMUSG00000003680	ENSMUSG00000003680.16	Taf6l	19
ENSMUSG00000000320	ENSMUSG00000000320.10	Alox12	11
ENSMUSG00000000381	ENSMUSG00000000381.10	Wap	11
ENSMUSG00000097883	ENSMUSG00000097883.1	Gm8357	1
ENSMUSG00000029286	ENSMUSG00000029286.12	Enam	5
ENSMUSG00000099698	ENSMUSG00000099698.1	Gm28740	1
ENSMUSG00000097240	ENSMUSG00000097240.1	Gm26614	9
ENSMUSG00000085561	ENSMUSG00000085561.1	1700046C09Rik	11
ENSMUSG00000099454	ENSMUSG00000099454.1	Gm8367	1
ENSMUSG00000112253	ENSMUSG00000112253.1	Gm47329	10
ENSMUSG00000037443	ENSMUSG00000037443.13	Cep85	4
ENSMUSG00000112260	ENSMUSG00000112260.1	3110043J17Rik	10
ENSMUSG00000087678	ENSMUSG00000087678.1	Gm14120	2
ENSMUSG00000052085	ENSMUSG00000052085.7	Dock8	19
ENSMUSG00000038077	ENSMUSG00000038077.7	Kcna6	6
ENSMUSG00000103087	ENSMUSG00000103087.1	Gm38122	1
ENSMUSG00000028971	ENSMUSG00000028971.4	Cort	4
ENSMUSG00000106361	ENSMUSG00000106361.1	Gm35066	3
ENSMUSG00000016386	ENSMUSG00000016386.15	Mpped2	2
ENSMUSG00000095248	ENSMUSG00000095248.3	Olfr681	7
ENSMUSG00000068547	ENSMUSG00000068547.6	Clca4a	3
ENSMUSG00000097596	ENSMUSG00000097596.1	Gm26673	6
ENSMUSG00000118420	ENSMUSG00000118420.1	AC124756.1	6
ENSMUSG00000118443	ENSMUSG00000118443.1	AC124174.1	3
ENSMUSG00000025185	ENSMUSG00000025185.14	Loxl4	19
ENSMUSG00000000976	ENSMUSG00000000976.13	Heatr6	11
ENSMUSG00000024687	ENSMUSG00000024687.11	Osbp	19
ENSMUSG00000040086	ENSMUSG00000040086.13	Tnni3k	3
ENSMUSG00000112301	ENSMUSG00000112301.1	Gm10752	10
ENSMUSG00000032999	ENSMUSG00000032999.10	Nlrp4f	13
ENSMUSG00000055045	ENSMUSG00000055045.5	Gm11190	11
ENSMUSG00000103052	ENSMUSG00000103052.1	Gm38272	1
ENSMUSG00000053153	ENSMUSG00000053153.14	Spag16	1
ENSMUSG00000053730	ENSMUSG00000053730.15	Tmem39b	4
ENSMUSG00000091373	ENSMUSG00000091373.4	Gm8810	17
ENSMUSG00000047368	ENSMUSG00000047368.4	Abhd17b	19
ENSMUSG00000103588	ENSMUSG00000103588.1	Gm18445	1
ENSMUSG00000059768	ENSMUSG00000059768.7	Olfr682-ps1	7
ENSMUSG00000087356	ENSMUSG00000087356.1	Gm13856	6
ENSMUSG00000035401	ENSMUSG00000035401.9	Emsy	7
ENSMUSG00000079465	ENSMUSG00000079465.8	Col4a3	1
ENSMUSG00000018999	ENSMUSG00000018999.14	Slc35b4	6
ENSMUSG00000036992	ENSMUSG00000036992.10	Nxt1	2
ENSMUSG00000034832	ENSMUSG00000034832.15	Tet3	6
ENSMUSG00000085773	ENSMUSG00000085773.3	Gm16233	3
ENSMUSG00000025646	ENSMUSG00000025646.9	Atrip	9
ENSMUSG00000108494	ENSMUSG00000108494.1	Gm45203	7
ENSMUSG00000051616	ENSMUSG00000051616.14	C230029F24Rik	1
ENSMUSG00000044120	ENSMUSG00000044120.5	Olfr683	7
ENSMUSG00000099627	ENSMUSG00000099627.1	Gm6757	1
ENSMUSG00000109918	ENSMUSG00000109918.1	Gm45374	7
ENSMUSG00000029730	ENSMUSG00000029730.16	Mcm7	5
ENSMUSG00000051074	ENSMUSG00000051074.4	4930579K19Rik	9
ENSMUSG00000099577	ENSMUSG00000099577.1	Gm3605	1
ENSMUSG00000054203	ENSMUSG00000054203.7	Ifi205	1
ENSMUSG00000109030	ENSMUSG00000109030.1	Olfr1421-ps1	19
ENSMUSG00000118261	ENSMUSG00000118261.1	AC025794.1	19
ENSMUSG00000033701	ENSMUSG00000033701.13	Acbd6	1
ENSMUSG00000108780	ENSMUSG00000108780.1	5430434F05Rik	6
ENSMUSG00000026497	ENSMUSG00000026497.7	Mixl1	1
ENSMUSG00000109047	ENSMUSG00000109047.1	Gm45115	19
ENSMUSG00000026036	ENSMUSG00000026036.17	Nif3l1	1
ENSMUSG00000099882	ENSMUSG00000099882.1	Gm28388	1
ENSMUSG00000051844	ENSMUSG00000051844.13	B230319C09Rik	6
ENSMUSG00000108947	ENSMUSG00000108947.1	Olfr1422-ps1	19
ENSMUSG00000024242	ENSMUSG00000024242.15	Map4k3	17
ENSMUSG00000069565	ENSMUSG00000069565.12	Dazap1	10
ENSMUSG00000109223	ENSMUSG00000109223.1	Gm45116	19
ENSMUSG00000083039	ENSMUSG00000083039.1	Gm11606	1
ENSMUSG00000023030	ENSMUSG00000023030.16	Slc11a2	15
ENSMUSG00000097842	ENSMUSG00000097842.2	9330104G04Rik	7
ENSMUSG00000025184	ENSMUSG00000025184.10	R3hcc1l	19
ENSMUSG00000104202	ENSMUSG00000104202.1	Gm8101	1
ENSMUSG00000101760	ENSMUSG00000101760.1	Gm8384	1
ENSMUSG00000040650	ENSMUSG00000040650.8	Cyp2b23	7
ENSMUSG00000031293	ENSMUSG00000031293.13	Rs1	X
ENSMUSG00000037214	ENSMUSG00000037214.12	Thap1	8
ENSMUSG00000020707	ENSMUSG00000020707.6	Rnf135	11
ENSMUSG00000047225	ENSMUSG00000047225.8	Olfr684	7
ENSMUSG00000101730	ENSMUSG00000101730.1	Gm28580	1
